type,timestamp,latitude,longitude,peakcurrent,icheight,numbersensors,icmultiplicity,cgmultiplicity,starttime,endtime,duration,ullatitude,ullongitude,lrlatitude,lrlongitude
 1, 2024-06-09T10:52:57.604414701,  28.336969,  84.188324,  -3677, 19179,   5,   1,   0, 2024-06-09T10:52:57.604414701, 2024-06-09T10:52:57.604414701, 0.000000,  28.336969,  28.336969,  84.188324,  84.188324  
 1, 2024-06-09T10:53:10.170785666,  28.201156,  84.055354,  -8757, 6000,   5,   1,   0, 2024-06-09T10:53:10.170785666, 2024-06-09T10:53:10.170785666, 0.000000,  28.201156,  28.201156,  84.055354,  84.055354  
 1, 2024-06-09T10:53:17.603398800,  28.342345,  84.203111,  -8033, 11735,   7,   1,   0, 2024-06-09T10:53:17.603398800, 2024-06-09T10:53:17.603398800, 0.000000,  28.342345,  28.342345,  84.203111,  84.203111  
 1, 2024-06-09T10:53:22.141771793,  28.251740,  84.084307,  -5175, 16503,   5,   1,   0, 2024-06-09T10:53:22.141771793, 2024-06-09T10:53:22.141771793, 0.000000,  28.251740,  28.251740,  84.084307,  84.084307  
 1, 2024-06-09T10:53:22.171612024,  28.037856,  84.188888,  -3992, 19257,   7,   1,   0, 2024-06-09T10:53:22.171612024, 2024-06-09T10:53:22.171612024, 0.000000,  28.037856,  28.037856,  84.188888,  84.188888  
 1, 2024-06-09T10:53:25.180674314,  28.221832,  84.072647,  -3777, 18542,   5,   1,   0, 2024-06-09T10:53:25.180674314, 2024-06-09T10:53:25.180674314, 0.000000,  28.221832,  28.221832,  84.072647,  84.072647  
 1, 2024-06-09T10:53:29.273844004,  28.203218,  84.066089,  -4040, 15078,   6,   1,   0, 2024-06-09T10:53:29.273844004, 2024-06-09T10:53:29.273844004, 0.000000,  28.203218,  28.203218,  84.066089,  84.066089  
 0, 2024-06-09T10:53:31.971308470,  28.270686,  84.055110,  -5735,    0,   6,   0,   1, 2024-06-09T10:53:31.971308470, 2024-06-09T10:53:31.971308470, 0.000000,  28.270686,  28.270686,  84.055110,  84.055110  
 0, 2024-06-09T10:53:48.413927555,  28.210568,  84.065470,  -6143,    0,   6,   0,   1, 2024-06-09T10:53:48.413927555, 2024-06-09T10:53:48.413927555, 0.000000,  28.210568,  28.210568,  84.065470,  84.065470  
 1, 2024-06-09T10:53:58.157888651,  28.276375,  84.060206,  -5024, 19896,   6,   1,   0, 2024-06-09T10:53:58.157888651, 2024-06-09T10:53:58.157888651, 0.000000,  28.276375,  28.276375,  84.060206,  84.060206  
 0, 2024-06-09T10:54:07.911331415,  28.233123,  84.115343,  -7128,    0,   7,   0,   1, 2024-06-09T10:54:07.911331415, 2024-06-09T10:54:07.911331415, 0.000000,  28.233123,  28.233123,  84.115343,  84.115343  
 1, 2024-06-09T10:54:11.323170662,  28.213007,  84.076360,  -6924, 17633,   6,   1,   0, 2024-06-09T10:54:11.323170662, 2024-06-09T10:54:11.323170662, 0.000000,  28.213007,  28.213007,  84.076360,  84.076360  
 0, 2024-06-09T10:54:15.549055576,  28.330709,  84.196562,  -5308,    0,   6,   0,   1, 2024-06-09T10:54:15.549055576, 2024-06-09T10:54:15.549055576, 0.000000,  28.330709,  28.330709,  84.196562,  84.196562  
 1, 2024-06-09T10:54:22.549470186,  28.184986,  84.093198,  -5611, 17851,   6,   1,   0, 2024-06-09T10:54:22.549470186, 2024-06-09T10:54:22.549470186, 0.000000,  28.184986,  28.184986,  84.093198,  84.093198  
 1, 2024-06-09T10:54:26.852746010,  28.277514,  84.095868,  -5518, 5061,   6,   1,   0, 2024-06-09T10:54:26.852746010, 2024-06-09T10:54:26.852746010, 0.000000,  28.277514,  28.277514,  84.095868,  84.095868  
 1, 2024-06-09T10:54:44.624869823,  28.254587,  84.123621,  12762, 18617,   8,   1,   0, 2024-06-09T10:54:44.624869823, 2024-06-09T10:54:44.624869823, 0.000000,  28.254587,  28.254587,  84.123621,  84.123621  
 1, 2024-06-09T10:54:51.034388781,  28.208842,  84.085768,  -5874, 3374,   6,   1,   0, 2024-06-09T10:54:51.034388781, 2024-06-09T10:54:51.034388781, 0.000000,  28.208842,  28.208842,  84.085768,  84.085768  
 1, 2024-06-09T10:54:56.607918501,  28.248589,  84.078481,  -4800, 5516,   6,   1,   0, 2024-06-09T10:54:56.607918501, 2024-06-09T10:54:56.607918501, 0.000000,  28.248589,  28.248589,  84.078481,  84.078481  
 1, 2024-06-09T10:55:18.759003162,  28.268086,  84.114647,  -4448, 16064,   5,   1,   0, 2024-06-09T10:55:18.759003162, 2024-06-09T10:55:18.759003162, 0.000000,  28.268086,  28.268086,  84.114647,  84.114647  
 1, 2024-06-09T10:55:22.252195358,  28.002162,  84.197393,  -3444, 18313,   6,   1,   0, 2024-06-09T10:55:22.252195358, 2024-06-09T10:55:22.252195358, 0.000000,  28.002162,  28.002162,  84.197393,  84.197393  
 0, 2024-06-09T10:55:22.001354694,  28.253684,  84.125521,  20554,    0,  11,   1,   1, 2024-06-09T10:55:22.001354694, 2024-06-09T10:55:22.168948412, 0.167594,  28.214146,  28.253684,  84.047896,  84.125521  
 0, 2024-06-09T10:55:31.128645182,  28.256706,  84.131266, -10968,    0,   8,   0,   1, 2024-06-09T10:55:31.128645182, 2024-06-09T10:55:31.128645182, 0.000000,  28.256706,  28.256706,  84.131266,  84.131266  
 0, 2024-06-09T10:55:43.068497658,  28.291975,  84.085782,  -4425,    0,   7,   0,   1, 2024-06-09T10:55:43.068497658, 2024-06-09T10:55:43.068497658, 0.000000,  28.291975,  28.291975,  84.085782,  84.085782  
40, 2024-06-09T10:55:59.710819960,  28.199700,  84.043200,  28768,    0,   8,   0,   0, 2024-06-09T10:55:59.710819960, 2024-06-09T10:55:59.710819960, 0.000000,  28.199700,  28.199700,  84.043200,  84.043200  
 0, 2024-06-09T10:56:02.610801458,  28.201121,  84.090292,  -4322,    0,   5,   0,   1, 2024-06-09T10:56:02.610801458, 2024-06-09T10:56:02.610801458, 0.000000,  28.201121,  28.201121,  84.090292,  84.090292  
 1, 2024-06-09T10:56:10.795397282,  28.300917,  84.172926,  -6062, 10042,   6,   1,   0, 2024-06-09T10:56:10.795397282, 2024-06-09T10:56:10.795397282, 0.000000,  28.300917,  28.300917,  84.172926,  84.172926  
 1, 2024-06-09T10:56:14.350022793,  28.205358,  84.121695,  -3608, 7197,   5,   1,   0, 2024-06-09T10:56:14.350022793, 2024-06-09T10:56:14.350022793, 0.000000,  28.205358,  28.205358,  84.121695,  84.121695  
40, 2024-06-09T10:56:31.916611910,  28.311800,  84.077600,  -8208,    0,   7,   0,   0, 2024-06-09T10:56:31.916611910, 2024-06-09T10:56:31.916611910, 0.000000,  28.311800,  28.311800,  84.077600,  84.077600  
 1, 2024-06-09T10:56:38.996960640,  28.240980,  84.095267,  -3982, 6711,   5,   1,   0, 2024-06-09T10:56:38.996960640, 2024-06-09T10:56:38.996960640, 0.000000,  28.240980,  28.240980,  84.095267,  84.095267  
 0, 2024-06-09T10:56:53.430649519,  28.199898,  84.115737,  -6143,    0,   7,   0,   1, 2024-06-09T10:56:53.430649519, 2024-06-09T10:56:53.430649519, 0.000000,  28.199898,  28.199898,  84.115737,  84.115737  
 1, 2024-06-09T10:56:54.437962055,  28.270941,  84.119043,  -4811, 4706,   7,   1,   0, 2024-06-09T10:56:54.437962055, 2024-06-09T10:56:54.437962055, 0.000000,  28.270941,  28.270941,  84.119043,  84.119043  
 1, 2024-06-09T10:56:56.858852148,  28.310901,  84.198878,  -5968, 14102,   7,   1,   0, 2024-06-09T10:56:56.858852148, 2024-06-09T10:56:56.858852148, 0.000000,  28.310901,  28.310901,  84.198878,  84.198878  
 1, 2024-06-09T10:57:05.768420935,  28.197821,  84.099308,  -5584, 18153,   6,   1,   0, 2024-06-09T10:57:05.768420935, 2024-06-09T10:57:05.768420935, 0.000000,  28.197821,  28.197821,  84.099308,  84.099308  
 0, 2024-06-09T10:57:50.448550224,  28.251866,  84.109698,  -6016,    0,   7,   0,   1, 2024-06-09T10:57:50.448550224, 2024-06-09T10:57:50.448550224, 0.000000,  28.251866,  28.251866,  84.109698,  84.109698  
 1, 2024-06-09T10:58:32.839833021,  28.203821,  84.069008,  -3156, 18236,   5,   1,   0, 2024-06-09T10:58:32.839833021, 2024-06-09T10:58:32.839833021, 0.000000,  28.203821,  28.203821,  84.069008,  84.069008  
