type,timestamp,latitude,longitude,peakcurrent,icheight,numbersensors,icmultiplicity,cgmultiplicity,starttime,endtime,duration,ullatitude,ullongitude,lrlatitude,lrlongitude
 0, 2024-06-15T20:30:27.726614237,  26.603391,  87.594488, -28904,    0,  15,   1,   2, 2024-06-15T20:30:27.726614237, 2024-06-15T20:30:27.786077976, 0.059464,  26.603391,  26.638642,  87.569621,  87.594488  
 0, 2024-06-15T20:30:28.236836433,  26.612664,  87.846072, -11483,    0,  10,   0,   2, 2024-06-15T20:30:28.236836433, 2024-06-15T20:30:28.303758621, 0.066922,  26.612664,  26.612680,  87.845970,  87.846072  
 1, 2024-06-15T20:30:28.073129177,  26.801890,  86.463000,   5590, 3000,   6,   2,   0, 2024-06-15T20:30:28.073129177, 2024-06-15T20:30:28.412764788, 0.339636,  26.801890,  26.826607,  86.463000,  86.481077  
 0, 2024-06-15T20:30:28.112014294,  26.703214,  86.659734,  17622,    0,  15,   7,   1, 2024-06-15T20:30:27.202741385, 2024-06-15T20:30:28.112014294, 0.909273,  26.694713,  26.779604,  86.629977,  86.743850  
 1, 2024-06-15T20:30:30.346587896,  26.731903,  86.671825,   5761, 15818,   6,   2,   0, 2024-06-15T20:30:30.206868887, 2024-06-15T20:30:30.346587896, 0.139719,  26.731903,  26.740473,  86.671825,  86.678989  
 0, 2024-06-15T20:30:33.068049431,  26.717421,  86.693650, -39128,    0,  18,   1,   5, 2024-06-15T20:30:33.068049431, 2024-06-15T20:30:33.799227953, 0.731179,  26.717421,  26.769408,  86.654236,  86.743611  
 0, 2024-06-15T20:30:34.475381613,  26.596844,  87.876898, -24228,    0,  10,   0,   1, 2024-06-15T20:30:34.475381613, 2024-06-15T20:30:34.475381613, 0.000000,  26.596844,  26.596844,  87.876898,  87.876898  
 1, 2024-06-15T20:30:35.677170515,  26.765928,  86.682848,   3026, 19066,   5,   1,   0, 2024-06-15T20:30:35.677170515, 2024-06-15T20:30:35.677170515, 0.000000,  26.765928,  26.765928,  86.682848,  86.682848  
 1, 2024-06-15T20:30:35.391027212,  26.540256,  87.815537,  -2745, 3575,   5,   1,   0, 2024-06-15T20:30:35.391027212, 2024-06-15T20:30:35.391027212, 0.000000,  26.540256,  26.540256,  87.815537,  87.815537  
 1, 2024-06-15T20:30:36.810142756,  26.701945,  86.678957,   4475, 13540,   6,   1,   0, 2024-06-15T20:30:36.810142756, 2024-06-15T20:30:36.810142756, 0.000000,  26.701945,  26.701945,  86.678957,  86.678957  
 1, 2024-06-15T20:30:38.107436657,  26.797561,  86.628121,   6296, 13579,   7,   1,   0, 2024-06-15T20:30:38.107436657, 2024-06-15T20:30:38.107436657, 0.000000,  26.797561,  26.797561,  86.628121,  86.628121  
 1, 2024-06-15T20:30:39.628180742,  26.817908,  86.733394,  -9982, 4616,  11,   3,   0, 2024-06-15T20:30:39.058268309, 2024-06-15T20:30:39.734932423, 0.676664,  26.785358,  26.822263,  86.645682,  86.733394  
 0, 2024-06-15T20:30:40.676464796,  26.733835,  86.708334, -30168,    0,  12,   5,   3, 2024-06-15T20:30:40.676464796, 2024-06-15T20:30:42.413053274, 1.736588,  26.688199,  26.837984,  86.638167,  86.711850  
 1, 2024-06-15T20:30:42.684934139,  26.641992,  87.846295,   8293, 9324,   6,   1,   0, 2024-06-15T20:30:42.684934139, 2024-06-15T20:30:42.684934139, 0.000000,  26.641992,  26.641992,  87.846295,  87.846295  
 0, 2024-06-15T20:30:43.218366861,  26.751189,  86.756898,  39235,    0,  13,   2,   1, 2024-06-15T20:30:43.218366861, 2024-06-15T20:30:43.298907995, 0.080541,  26.751189,  26.807153,  86.682923,  86.763272  
 0, 2024-06-15T20:30:44.088592768,  26.673635,  86.624158, -18666,    0,   9,   0,   1, 2024-06-15T20:30:44.088592768, 2024-06-15T20:30:44.088592768, 0.000000,  26.673635,  26.673635,  86.624158,  86.624158  
 0, 2024-06-15T20:30:45.994013309,  26.822001,  86.715264,  -4856,    0,   5,   1,   1, 2024-06-15T20:30:45.994013309, 2024-06-15T20:30:46.142276525, 0.148263,  26.794946,  26.822001,  86.680768,  86.715264  
 1, 2024-06-15T20:30:48.221153021,  26.771223,  86.765784,   8112, 9987,   7,   1,   0, 2024-06-15T20:30:48.221153021, 2024-06-15T20:30:48.221153021, 0.000000,  26.771223,  26.771223,  86.765784,  86.765784  
 1, 2024-06-15T20:30:48.568810225,  26.703387,  86.658505,  12165, 5473,  13,   1,   0, 2024-06-15T20:30:48.568810225, 2024-06-15T20:30:48.568810225, 0.000000,  26.703387,  26.703387,  86.658505,  86.658505  
 0, 2024-06-15T20:30:48.297500610,  26.836569,  86.632296,  58460,    0,  12,   1,   1, 2024-06-15T20:30:48.297500610, 2024-06-15T20:30:48.840927839, 0.543427,  26.830267,  26.836569,  86.629586,  86.632296  
 0, 2024-06-15T20:30:49.236626625,  26.591890,  86.791397, -29043,    0,   9,   0,   1, 2024-06-15T20:30:49.236626625, 2024-06-15T20:30:49.236626625, 0.000000,  26.591890,  26.591890,  86.791397,  86.791397  
 0, 2024-06-15T20:30:49.732469559,  26.762700,  86.622714,  42062,    0,  13,   2,   2, 2024-06-15T20:30:49.732469559, 2024-06-15T20:30:50.217280626, 0.484811,  26.740182,  26.765631,  86.622714,  86.736004  
 0, 2024-06-15T20:30:50.866011858,  26.618266,  87.840701, -26301,    0,  10,   0,   2, 2024-06-15T20:30:50.798207045, 2024-06-15T20:30:50.866011858, 0.067805,  26.618266,  26.620402,  87.840701,  87.847108  
 0, 2024-06-15T20:30:52.296439648,  26.724003,  86.682930, -47170,    0,  10,   2,   4, 2024-06-15T20:30:52.276342154, 2024-06-15T20:30:52.930407047, 0.654065,  26.716713,  26.731225,  86.682813,  86.685677  
 1, 2024-06-15T20:30:53.641086817,  26.743610,  86.655486,   7129, 9960,   7,   1,   0, 2024-06-15T20:30:53.641086817, 2024-06-15T20:30:53.641086817, 0.000000,  26.743610,  26.743610,  86.655486,  86.655486  
 1, 2024-06-15T20:30:54.328525543,  26.734215,  86.499945,   4771, 17232,   7,   1,   0, 2024-06-15T20:30:54.328525543, 2024-06-15T20:30:54.328525543, 0.000000,  26.734215,  26.734215,  86.499945,  86.499945  
 1, 2024-06-15T20:30:55.026666164,  26.807600,  86.672623,   9130, 13697,   9,   1,   0, 2024-06-15T20:30:55.026666164, 2024-06-15T20:30:55.026666164, 0.000000,  26.807600,  26.807600,  86.672623,  86.672623  
 1, 2024-06-15T20:30:56.172580957,  26.710240,  86.661340,   7382, 17713,   8,   2,   0, 2024-06-15T20:30:56.172580957, 2024-06-15T20:30:56.537799358, 0.365218,  26.710240,  26.744789,  86.661340,  86.694176  
 0, 2024-06-15T20:30:57.147829056,  26.600206,  87.515402,  41396,    0,  13,   0,   1, 2024-06-15T20:30:57.147829056, 2024-06-15T20:30:57.147829056, 0.000000,  26.600206,  26.600206,  87.515402,  87.515402  
 1, 2024-06-15T20:30:57.271162033,  26.712348,  86.656422,   5058, 12770,   7,   2,   0, 2024-06-15T20:30:57.271162033, 2024-06-15T20:30:57.877525091, 0.606363,  26.712348,  26.716200,  86.656422,  86.698069  
 1, 2024-06-15T20:30:59.243713140,  26.827202,  86.651819,   3441, 12123,   5,   2,   0, 2024-06-15T20:30:59.243713140, 2024-06-15T20:30:59.702120543, 0.458407,  26.800207,  26.827202,  86.624743,  86.651819  
 0, 2024-06-15T20:30:59.374030113,  26.734749,  86.746004, -15993,    0,  17,   1,   2, 2024-06-15T20:30:59.374030113, 2024-06-15T20:30:59.451259851, 0.077230,  26.734749,  26.749006,  86.711419,  86.746004  
 0, 2024-06-15T20:31:01.824633121,  26.613618,  87.898756, -14223,    0,  11,   0,   1, 2024-06-15T20:31:01.824633121, 2024-06-15T20:31:01.824633121, 0.000000,  26.613618,  26.613618,  87.898756,  87.898756  
 1, 2024-06-15T20:31:01.573946238,  26.718890,  87.080409,   8640, 5860,   9,   1,   0, 2024-06-15T20:31:01.573946238, 2024-06-15T20:31:01.573946238, 0.000000,  26.718890,  26.718890,  87.080409,  87.080409  
 1, 2024-06-15T20:31:02.532217503,  26.722575,  86.674360,   5917, 7858,   8,   3,   0, 2024-06-15T20:31:02.376338959, 2024-06-15T20:31:02.532217503, 0.155879,  26.705546,  26.722575,  86.659248,  86.674360  
 1, 2024-06-15T20:31:04.559607029,  26.504854,  86.769067, -10546, 3235,  10,   1,   0, 2024-06-15T20:31:04.559607029, 2024-06-15T20:31:04.559607029, 0.000000,  26.504854,  26.504854,  86.769067,  86.769067  
 1, 2024-06-15T20:31:05.212159157,  26.836402,  86.688792,   9624, 15485,  10,   2,   0, 2024-06-15T20:31:05.169766426, 2024-06-15T20:31:05.212159157, 0.042393,  26.815471,  26.836402,  86.662901,  86.688792  
 1, 2024-06-15T20:31:05.084920883,  26.761802,  86.755259,   4295, 18923,   6,   1,   0, 2024-06-15T20:31:05.084920883, 2024-06-15T20:31:05.084920883, 0.000000,  26.761802,  26.761802,  86.755259,  86.755259  
